75, 1.907349e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
76, 9.536743e-07, 1.000000e+00, 5.960464e-08,5.960464e-08
77, 1.525879e-05, 5.000000e-01, 5.960464e-08,5.960464e-08
78, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
79, 1.907349e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
80, 7.629395e-06, 1.000000e+00, 5.960464e-08,5.960464e-08
81, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
82, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
83, 1.907349e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
84, 7.629395e-06, 1.000000e+00, 5.960464e-08,5.960464e-08
85, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
86, 7.629395e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
87, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
88, 9.536743e-07, 1.000000e+00, 5.960464e-08,4.639656e-01
89, 7.629395e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
90, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
91, 3.051758e-05, 5.000000e-01, 5.960464e-08,5.960464e-08
92, 9.536743e-07, 1.000000e+00, 5.960464e-08,5.960464e-08
93, 9.536743e-07, 5.000000e-01, 5.960464e-08,2.984157e-01
94, 3.814697e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
95, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
96, 9.536743e-07, 1.000000e+00, 5.960464e-08,5.960464e-08
97, 9.536743e-07, 5.000000e-01, 5.960464e-08,5.960464e-08
98, 1.525879e-05, 5.000000e-01, 5.960464e-08,5.960464e-08
99, 1.907349e-06, 5.000000e-01, 5.960464e-08,5.960464e-08
100, 9.536743e-07, 1.000000e+00, 5.960464e-08,5.960464e-08
